DateTime,<tspan>IN (In)</tspan>,<tspan>OUT (Out)</tspan>
1/13/2026 0:00,823,797
1/14/2026 0:00,804,787
1/15/2026 0:00,856,821
1/16/2026 0:00,706,713
1/17/2026 0:00,381,428
1/18/2026 0:00,283,316
1/19/2026 0:00,292,309
1/20/2026 0:00,736,735
1/21/2026 0:00,742,721
1/22/2026 0:00,820,730
1/23/2026 0:00,677,672
1/24/2026 0:00,469,469
1/25/2026 0:00,398,379
1/26/2026 0:00,767,727
1/27/2026 0:00,761,681
1/28/2026 0:00,800,757
1/29/2026 0:00,816,790
1/30/2026 0:00,781,784
1/31/2026 0:00,452,513
2/1/2026 0:00,381,400
2/2/2026 0:00,798,732
2/3/2026 0:00,808,819
2/4/2026 0:00,823,748
2/5/2026 0:00,859,850
2/6/2026 0:00,827,821
2/7/2026 0:00,491,531
2/8/2026 0:00,370,419
2/9/2026 0:00,704,679
2/10/2026 0:00,629,569
2/11/2026 0:00,479,462
2/12/2026 0:00,814,817
2/13/2026 0:00,727,810
2/14/2026 0:00,407,450
2/15/2026 0:00,180,196
2/16/2026 0:00,116,119
2/17/2026 0:00,361,319
2/18/2026 0:00,625,531
2/19/2026 0:00,582,603
2/20/2026 0:00,617,650
2/21/2026 0:00,468,502
2/22/2026 0:00,364,444
2/23/2026 0:00,707,654
2/24/2026 0:00,613,599
2/25/2026 0:00,783,800
2/26/2026 0:00,844,847
2/27/2026 0:00,795,855
2/28/2026 0:00,547,622
3/1/2026 0:00,426,458
3/2/2026 0:00,753,744
3/3/2026 0:00,860,751
